url_path,views_total,views_unique
/xiu14/st-old-friend-mail,57,42
/xiu14/st-old-friend-mail/tree/main,3,1
/xiu14/st-old-friend-mail/blob/main/.github/workflows/repo-stats.yml,2,1
/xiu14/st-old-friend-mail/blob/main/settings.html,1,1
/xiu14/st-old-friend-mail/pulls,1,1
/xiu14/st-old-friend-mail/pulse,1,1
/xiu14/st-old-friend-mail/security,1,1
/xiu14/st-old-friend-mail/tree/main/.github/workflows,1,1
/xiu14/st-old-friend-mail/tree/main/assets,1,1
